sep=,
Date,Speed,Altitude,Pressure,X,Y,Z,G,Latitude,Longitude,Heading,Magnetic Field,Sound Level,Luminance,Heart Rate
"2021-10-13 13:43:29.072",0.000000,1010.787415,892.135620,-0.026917,-0.960373,0.278275,1.000239,33.588317,-102.031923,222.788696,32.582319,56.224087,0.051835,HRDATA
"2021-10-13 13:43:29.172",0.000000,1010.787415,892.135620,-0.028183,-0.960098,0.280304,1.000576,33.588317,-102.031923,221.627625,32.387053,53.038017,0.051518,HRDATA
"2021-10-13 13:43:29.274",0.000000,1010.787415,892.135620,-0.027618,-0.956650,0.280228,0.997231,33.588317,-102.031923,220.538345,32.474513,53.745392,0.050885,HRDATA
"2021-10-13 13:43:29.374",0.000000,1010.787415,892.135620,-0.028854,-0.973587,0.283600,1.014462,33.588317,-102.031923,219.524063,32.345572,54.875530,0.050658,HRDATA
"2021-10-13 13:43:29.475",0.000000,1010.787415,892.135620,-0.027924,-0.966049,0.281296,1.006558,33.588317,-102.031923,218.376892,32.455526,52.500534,0.050476,HRDATA
"2021-10-13 13:43:29.574",0.000000,1010.787415,892.135620,-0.027832,-0.964020,0.279556,1.004122,33.588317,-102.031923,217.375320,32.229720,55.898865,0.050016,HRDATA
"2021-10-13 13:43:29.674",0.000000,1010.787415,892.135620,-0.027664,-0.963791,0.281204,1.004358,33.588317,-102.031923,217.375320,32.229720,53.510460,0.049943,HRDATA
"2021-10-13 13:43:29.775",0.000000,1010.787415,892.135620,-0.026993,-0.953049,0.277695,0.993048,33.588317,-102.031923,216.345901,32.369254,53.480686,0.049895,HRDATA
"2021-10-13 13:43:29.874",0.000000,1010.787415,892.135620,-0.027893,-0.961670,0.280151,1.002034,33.588317,-102.031923,216.345901,32.369254,51.334488,0.050554,HRDATA
"2021-10-13 13:43:29.975",0.000000,1010.787415,892.135620,-0.027817,-0.959442,0.277039,0.999026,33.588317,-102.031923,215.264359,32.255391,53.570320,0.050544,HRDATA
"2021-10-13 13:43:30.073",0.000000,1010.787415,892.135620,-0.026779,-0.970078,0.281982,1.010585,33.588317,-102.031923,215.264359,32.255391,56.447498,0.050565,HRDATA
